# ==============================================================================
# rs_12_catalog_index.txt -- MACHINE-USABLE SPRITE-SEQUENCE INDEX FOR PACK/AFFIX
# Generated 2026-08-03 from:
#   docs/rs_MASTER_FX_CATALOG.txt        (header/summary only -- its per-section
#                                         entries are all "(pending inventory
#                                         pass)"; the data lives in the reports)
#   docs/fx_inventory_staging/inventory_fire.txt
#   docs/fx_inventory_staging/inventory_smoke.txt
#   docs/fx_inventory_staging/inventory_explosions.txt
#   docs/fx_inventory_staging/inventory_gore.txt
#   docs/fx_inventory_staging/inventory_misc.txt
#   docs/EFFECT_CATALOG.md               (in-repo RS?? descriptions; viewing
#                                         provenance unknown -- see markers)
#   sprites/combatfx/ directory listing  (ground truth for IN-REPO status,
#                                         frame counts, file naming)
#
# LINE FORMAT (one line per sequence, fields separated by " | "):
#   SEQNAME | frames | STATUS | axes | flavor words | one-phrase visual
#
#   SEQNAME  4-char sprite name. Where the same name exists in more than one
#            source folder, the name is prefixed "FOLDER/" to disambiguate
#            (e.g. SMOKE/SMOK-56). IN-REPO names (RS??/ICEY) are unprefixed.
#   frames   frame count from the source that actually counted files.
#            "(8-way rot)" = rotation set, not an animation.
#            "(colour set)" = each frame is a different tint, not a timeline.
#   STATUS   IN-REPO      = in sprites/combatfx/ right now
#            AVAILABLE    = in ART SOURCE only, not yet imported
#            AVAILABLE-DUP(x) = in ART SOURCE but duplicates in-repo sequence x
#                           (exact or visually-indistinguishable; do not import)
#   axes     PACK ingredient axes this sequence can fill, comma list from:
#              Projectile   (Bullet in-flight visual / ProjectileClass)
#              Casing       (CasingClass; also covers ejected debris)
#              Muzzleflash  (BigMuzzle)
#              BarrelSmoke  (MuzzleSmoke)
#              Puff         (ImpactPuff)
#              ImpactFX     (ImpactSparks)
#              Trail        (FancyVisual / in-flight trail)
#              ExplosionVisual (Heavy-mode slot, per rs_05 "other modes")
#            "-" = fills no PACK axis (gore-only, scenery, UI, unknown).
#            (Report "ambient"/"gore"/"debris" tags: ambient dropped, gore
#             dropped unless the report also tagged impact-fx, debris->Casing.)
#   visual   One-phrase compression of the report's VISUAL line. Markers:
#              (no marker)  = written from an actually-viewed frame
#              EC:          = only source is EFFECT_CATALOG.md (project doc;
#                             whether it was written from viewed frames is not
#                             recorded -- treat as probably-right, not proven)
#              PIXEL-DATA:  = gore report measured pixels but never saw it;
#                             geometry/palette asserted, subject matter NOT
#              UNVERIFIED   = no viewed description exists anywhere; content
#                             unknown; do NOT categorize from the name
#              NOT-FX       = catalogued but rejected (weapon art, scenery, UI)
#
# GROUP LINES: bulk-rejected sets (fatality anims, scenery, placeholders,
#   weapon pickups, monster-specific gore) are indexed as one line per group
#   with every member name enumerated in the visual field, so a grep for any
#   4-char name still hits. Format: GROUP(label) in the SEQNAME field.
#
# Sounds are out of scope (see docs/EFFECT_CATALOG.md "Sounds" for those).
# ==============================================================================


# ==============================================================================
FRFX | 16 | AVAILABLE | Puff,Muzzleflash | wisp, pale, breath, faint | very small pale peach soft puff, hot-air pop (role-dup of RSI5 at small scale)
FRPR | 8 | AVAILABLE | ImpactFX,ExplosionVisual,BarrelSmoke | billow, scorch, plume, ashen | billowing orange-red cauliflower puff cloud, dark scorched edges
FRPB | 10 | AVAILABLE | ImpactFX,ExplosionVisual,BarrelSmoke | nightfall, umbral, chill, void | BLUE FRPR -- dark navy/slate cloud, void/ice smoke
FRPG | 10 | AVAILABLE | ImpactFX,ExplosionVisual,BarrelSmoke | miasma, fume, rot, noxious | GREEN FRPR -- dark olive cloud with acid highlights, gas burst
FX98 | 17 | AVAILABLE | ExplosionVisual,ImpactFX | spillfire, sprawl, wildfire, roiling | wide horizontally-spreading fire cloud, ground-hugging fuel spill
INFE | 20 | AVAILABLE | ExplosionVisual,ImpactFX | inferno, conflagration, sprawling, immolate | spreading inferno sheet, long lingering burn, tears into holed flame sheet
LAVA | 2 | AVAILABLE | ImpactFX,ExplosionVisual | molten, spatter, magma, seething | 200x200 full-canvas scatter field of molten droplets, boiling overlay
NF3R | 16 | AVAILABLE | ExplosionVisual,ImpactFX,BarrelSmoke | napalm, sooty, gout, clinging | tall narrow napalm burst, low flame body throwing smoke puffs up
NF4R | 22 | AVAILABLE | ExplosionVisual,ImpactFX,BarrelSmoke | firestorm, towering, gout, incendiary | bigger NF3R -- full vertical fire column, black smoke tearing off top
SRKR | 14 | AVAILABLE | Trail,Muzzleflash,Projectile | quill, jetflame, lick, searing | small tapered orange flame plume, whips side to side
SRKB | 14 | AVAILABLE | Trail,Muzzleflash,Projectile | iondrive, coldjet, sapphire, hissing | BLUE SRKR -- cyan/cobalt plume, oxy-acetylene jet
SRKG | 14 | AVAILABLE | Trail,Muzzleflash,Projectile | witchfire, venomjet, emerald, hissing | GREEN SRKR -- lime plume, yellow-green core
TRKR | 14 | AVAILABLE-DUP(SRKR) | Trail,Muzzleflash,Projectile | quill, jetflame, lick, searing | near-identical twin of SRKR (phase-shift variant; import one set only)
TRKB | 14 | AVAILABLE-DUP(SRKB) | Trail,Muzzleflash,Projectile | iondrive, coldjet, sapphire, hissing | blue twin of TRKR, near-identical to SRKB
TRKG | 14 | AVAILABLE-DUP(SRKG) | Trail,Muzzleflash,Projectile | witchfire, venomjet, emerald, hissing | green twin of TRKR, near-identical to SRKG
dakka_flame/DKFR | 16 | AVAILABLE | Trail,Puff,Muzzleflash | guttering, cooling, taper, dwindling | hand-drawn flame lick that burns down and browns out (not a loop)
dakka/DKFR | 16 | AVAILABLE | Trail,ImpactFX | flicker, torchlight, wickfire, smoulder | small flame teardrop, leans, flickers, gutters out (likely same sequence as dakka_flame/DKFR -- see CONFLICTS)
dakka/DFLM | 11 | AVAILABLE | ExplosionVisual,Trail,BarrelSmoke | napalm, infernal, pyroclast, immolate | billowing orange-tan cauliflower fire cloud, soft and voluminous (starts at frame E)
fx/FLUM | 11 | AVAILABLE | ImpactFX,Projectile | pyre, immolate, wildfire, scorch | burning flame tongue growing into a broad blaze, classic loop
SFX/FIPR | 19 | AVAILABLE | ExplosionVisual,Muzzleflash,BarrelSmoke | flare, smoulder, bloom, pyre | rounded fire puff, hot base under dusty pink-red cloud
SFX/FIPY | 13 | AVAILABLE | Trail,ExplosionVisual | pyre, scorch, tallow, immolate | tall vertical mottled flame body, charred flecks lifting off top
SFX/FIRP | 10 | AVAILABLE | Trail,Puff | ember, mote, spark, tinder | tiny soft radial red-orange blob, a fire particle
SFX/LVAS | 6 | AVAILABLE | ImpactFX,Casing | magma, molten, slag, cinder | low spatter of molten chunks with hot yellow specks
DECORATION/TORC | 4 | AVAILABLE | Trail | brand, guttering, pyre | brass torch head with lively orange flame loop (marginal; sconce attached)
root/JFIR | 9 | AVAILABLE | Trail,Muzzleflash | flame, lick | 32x67 flame tongue (SPRITES-root find, brief viewing only)
root/JFLM | 14 | AVAILABLE | Trail,Muzzleflash | flame, blaze | 32x71 flame animation (SPRITES-root find, brief viewing only)
root/JFRP | 8 | AVAILABLE | ImpactFX,ExplosionVisual | fire, puff | 52x73 fire puff (SPRITES-root find, brief viewing only)
root/PIP7 | 8 | AVAILABLE | ImpactFX,ExplosionVisual | fire, puff | 52x73 fire puff, twin of JFRP (SPRITES-root find)
root/RVFR | 8 | AVAILABLE | Trail,Projectile | wisplight, willowflame, foxfire | small red looping flame lick ~9x14 (5-colour family with RVFG/RVFB/RVFT/RVRF)
root/RVFG | 8 | AVAILABLE | Trail,Projectile | wisplight, willowflame, foxfire | green member of the RVF* flame-lick family
root/RVFB | 8 | AVAILABLE | Trail,Projectile | wisplight, coldfire, foxfire | blue member of the RVF* flame-lick family
root/RVFT | 8 | AVAILABLE | Trail,Projectile | wisplight, coldfire, foxfire | cyan member of the RVF* flame-lick family
root/RVRF | 8 | AVAILABLE | Trail,Projectile | wisplight, willowflame, foxfire | orange member of the RVF* flame-lick family
root/OEXP | 3 | AVAILABLE | ExplosionVisual,ImpactFX | vortex, swirl, rotational | swirling orange fire vortex, rotational and unusual


# ==============================================================================
# CATEGORY: EXPLOSIONS
# ==============================================================================
RSE0 | 26 | IN-REPO | ExplosionVisual,ImpactFX | pillar, ascendant, bloom, cauldron | rising fireball column, pale-yellow base, red-brown smoke cap
RSE1 | 25 | IN-REPO | ExplosionVisual,ImpactFX | fireball, soft, round | round orange-white fireball with soft smoke fringe (RGBA)
RSE2 | 1 (8-way rot) | IN-REPO | - | - | UNVERIFIED -- EC calls it "single-frame rocket burst" but on disk it is a 5-file 8-way ROTATION set (extensionless A1/A5/A6A4/A7A3/A8A2); nobody has viewed it; see CONFLICTS
RSE3 | 6 | IN-REPO | ExplosionVisual,ImpactFX | detonation, viridian, spiky | green-and-white spiky star burst (EC: BFG detonation; DBFP is its twin)
RSE4 | 4 | IN-REPO | ExplosionVisual,ImpactFX | acidic, spitfire, flash | jagged bright yellow-green starburst that flashes and collapses (viewed via twin DBFE)
RSE5 | 1 | IN-REPO | ImpactFX | pop, cheap | EC: single generic pop (1 frame; also matches one EXPL frame)
RSE6 | 3 | IN-REPO | ExplosionVisual,ImpactFX | short, blast | EC: short blast (was the explosive-death affix); files are lowercase b0-d0, no a0
RSE7 | 3 | IN-REPO | ExplosionVisual,ImpactFX | short, blast, alternate | EC: short blast, alternate (was the explosive affix); lowercase a0-c0
RSE8 | 5 | IN-REPO | ImpactFX,ExplosionVisual | starburst, frag, tiny | tiny yellow-orange starburst (EC: fragmentation burst)
RSE9 | 8 | IN-REPO | ExplosionVisual,ImpactFX | viridian, nova, GH | bright green spiky star burst, larger RSE3 sibling (GH BFG explosion; pairs RSF7+RSR5; files misnamed RSE9A.png -- no rotation digit)
BEXP | 12 | AVAILABLE-DUP(RSE0) | ExplosionVisual,ImpactFX | pillar, ascendant, bloom | same rising fireball column as RSE0, 12-frame higher-fidelity cut (possible quality upgrade only)
EXP1 | 14 | AVAILABLE | ExplosionVisual,BarrelSmoke | thunderous, mushroom, detonator, ordnance | tall vertical mushroom blast, full detonation-to-settled-smoke arc
EXP2 | 14 | AVAILABLE | ExplosionVisual,BarrelSmoke | thunderous, blastwave, siege, cataclysm | hand-varied twin of EXP1 -- one effect with two rolls, not two effects
EXPG | 7 | AVAILABLE | ExplosionVisual,ImpactFX | caustic, toxic, blight, venom | compact toxic-green burst, ragged corona, black void centre (green swap of EXPL=RSI4)
EXPLOSIONS/EXPL | 8 | AVAILABLE-DUP(RSI4) | ExplosionVisual,ImpactFX | searing, flashpoint, ember, scorch | compact orange fireburst -- byte-identical to RSI4, do not re-import
XPAC | 10 | AVAILABLE | ImpactFX,ExplosionVisual,Puff | popper, cracker, scattershot, burstfire | small punchy cartoon fireball breaking into dark specks; cheap frequent detonations
RPGX | 21 | AVAILABLE | ExplosionVisual,ImpactFX,Muzzleflash | warhead, detonant, sunflare, thunderclap | rocket-warhead detonation, saturated yellow disc to red smear (starts at frame B)
GPGX | 21 | AVAILABLE | ExplosionVisual,ImpactFX | biohazard, corrosive, verdigris, contagion | large GREEN detonation cloud, fat mottled toxic mass (green sibling of RPGX)
X003 | 26 | AVAILABLE | ExplosionVisual,ImpactFX,BarrelSmoke | cataclysm, fireball, apocalypse, thunderhead | 128x128 full cinematic flash-fireball-smoke arc (RGBA; best-quality big blast)
X004 | 26 | AVAILABLE | ExplosionVisual,BarrelSmoke,ImpactFX | scorched, sootfall, dustdevil, choking | smoky sepia sibling of X003 -- reads dirt-and-smoke, treat as warm/smoky pair
fx/BBOM | 7 | AVAILABLE | ExplosionVisual,ImpactFX | firestorm, detonation, blastfire, incendiary | complete fireball explosion in 7 frames -- ball, flame ring, ember scatter
SFX/BOM2 | 25 | AVAILABLE | ExplosionVisual,ImpactFX | detonation, bloom, kaboom, incendiary | soft airbrushed painterly fireball, billows out over 25 frames
SFX/IPF2 | 8 | AVAILABLE | ExplosionVisual,ImpactFX,Casing | shrapnel, rupture, lance, blowout | white star-flash with BLACK spiky shrapnel streaks radiating past the light
SFX/BLHD | 4 | AVAILABLE | ExplosionVisual,Muzzleflash | solar, nova, kiln, blaze | fierce orange-white fireball core with light rays -- OPAQUE BLACK bg, additive only
SMOKE/SM8K | 25 | AVAILABLE | ExplosionVisual,ImpactFX | cratering, shockwave, quake, thunderous | 192x192 dust dome with needle debris spikes -- heavy ground detonation
mg/EXPZ | 8 | AVAILABLE | ExplosionVisual,ImpactFX | blastwave, flashring, kickback, corona | ring of short orange-red radial streaks from a hollow centre, fire shockwave
SFX/SHOK | 18 | AVAILABLE | ExplosionVisual,ImpactFX | pulse, ring, wavefront, resonance | clean expanding green torus ring, ground-blast ring (18 frames of ring is rare)
SFX/SHWK | 18 | AVAILABLE | ExplosionVisual,ImpactFX | concussion, shock, halo | identical expanding ring in white/grey, recolours trivially
EFIR | 13 | AVAILABLE | ExplosionVisual,ImpactFX | shockwave, ringfire, halo, concussive | flat expanding fire RING on the ground plane, breaks into fragments (rare shape)
PROJECTILES/BBB1 | 5 | AVAILABLE | ExplosionVisual,ImpactFX | shockwave, pulsewave, concussion, expander | expanding faint blue shockwave ring -- additive overlay to layer on a core blast
dakka/DBFP | 8 | AVAILABLE-DUP(RSE3) | ExplosionVisual,ImpactFX | plaguebloom, bilious, gasburst, miasma | green-yellow explosion cloud, blown-out white centre -- visually RSE3, skip
dakka/DBFE | 4 | AVAILABLE-DUP(RSE4) | ImpactFX,Muzzleflash | acidic, venomous, spitfire, corrosive | yellow-green starburst flash -- visually RSE4, skip
dakka/DMIS | 6 | AVAILABLE | ExplosionVisual,ImpactFX | rupture, gutshot, visceral, maelstrom | fireball churning to red vortex ending in flung red splatter ring (starts at F)
PARTICLES/PBEX | 4 | AVAILABLE | ExplosionVisual,Projectile,ImpactFX | singularity, voidstar, implosion, eclipse | 256x256 near-black spiked orb with brilliant blue lens-flare core -- energy implosion
root/BCKS | 12 | AVAILABLE | ExplosionVisual,ImpactFX | prismatic, arcstorm, dazzle | magenta/cyan/white electric starburst -- most colourful energy explosion in the library
root/BFGX | 11 | AVAILABLE | ExplosionVisual,ImpactFX | viridian, nova | 143x114 green-and-white BFG-style starburst
root/JXPL | 8 | AVAILABLE | ExplosionVisual,ImpactFX | ring, additive | 64x64 orange explosion ring on black (additive)


# ==============================================================================
# CATEGORY: SMOKE
# ==============================================================================
RSK0 | 17 | IN-REPO | BarrelSmoke,ExplosionVisual | pitch, blackout, smother, ashen | large dense near-black cloud, grey mottled interior (greyscale master of ESMK)
RSK1 | 18 | IN-REPO | BarrelSmoke,Puff | soot, cinder, murk, smother | small dark charcoal lumpy puff-cloud, bumpy silhouette (= SMKE)
RSK2 | 11 | IN-REPO | BarrelSmoke,Puff | soot, murk, short | shorter 11-frame subset of the same SMKE charcoal puff
SMOKE/BSP4 | 26 | AVAILABLE | - | - | UNVERIFIED -- raw Doom picture format, 72x72, never rendered; no description exists
SMOKE/BSP5 | 2 | AVAILABLE | Puff,Casing | sooty, cinder, grime, blight | loose scatter of hard-edged near-black blobs, flung soot clods
SMOKE/ESMK | 17 | AVAILABLE-DUP(RSK0) | ExplosionVisual,BarrelSmoke,ImpactFX | toxic, venom, blight, caustic | RSK0's cloud with luminous acid-green veins -- useful RECOLOUR of owned animation
SMOKE/PUF2 | 26 | AVAILABLE | Puff,Muzzleflash,BarrelSmoke | sooty, ashen, powderburn, smother | full bullet-impact life cycle: grey ring, white-cored puff, sooty cloud (use the .png copies)
SMOKE/PUF3 | 3 | AVAILABLE | Puff,Casing | grime, cinder, filth, ashen | cluster of hard-edged black blobs, thrown dirt / charred fragments
SMOKE/SB17 | 8 | AVAILABLE | BarrelSmoke | smoldering, wisp, ember, chimney | 14x128 tall skinny smoke column tearing into wisps (also present in mg; natural cooldown/barrel tell)
SMOKE/SB18 | 5 | AVAILABLE | BarrelSmoke | wisp, thread, smolder, fume | thinner more broken sibling of SB17
SMOKE/SM4K | 26 | AVAILABLE | Muzzleflash,Puff,BarrelSmoke,Trail | ivory, pale, veiled, shroud | warm ivory soft smoke, blooms wide and feathered (tint family with SM5K/SM7K)
SMOKE/SM5K | 26 | AVAILABLE | Puff,BarrelSmoke,ExplosionVisual | dust, dun, arid, grit | same animation tinted dusty tan -- kicked-up dirt
SMOKE/SM7K | 26 | AVAILABLE | Muzzleflash,Puff,BarrelSmoke,Trail | ashen, pale, grey, shroud | same animation in neutral white-grey (longest smoke anim; also listed in mg)
SMOKE/SM6K | 7 | AVAILABLE | BarrelSmoke,Trail | ghost, faint, vapor, breath | very faint nearly-white translucent wisp
SMOKE/SM7C | 2 | AVAILABLE | ExplosionVisual,BarrelSmoke | pitch, blackout, smother, tar | 2-frame offcut of the SMOC dense charcoal cloud
SMOKE/SMK1 | 4 | AVAILABLE | BarrelSmoke,Puff | billow, soot, plume, heavy | dense dark-charcoal stack of fluffy round puff lobes
SMOKE/SMK3 | 13 | AVAILABLE | Puff,BarrelSmoke | murk, gloom, haze, obscuring | dark grey soft-edged mottled disc that sits and fades (also listed in mg)
SMOKE/SMK6 | 12 | AVAILABLE-DUP(SMOKE/SMK3) | Puff,BarrelSmoke | murk, gloom, haze | separate render of the same disc as SMK3, missing frame A -- pick one
SMOKE/SMK5 | 10 | AVAILABLE | BarrelSmoke,ExplosionVisual | billow, plume, stack, roiling | grey cauliflower plume rising and widening, a smoke stack
SMOKE/SMKE | 18 | AVAILABLE-DUP(RSK1) | BarrelSmoke,Puff | soot, cinder, murk | byte-identical to RSK1 (and RSK2 subset) -- already owned
SMOKE/SMOC | 26 | AVAILABLE | ExplosionVisual,BarrelSmoke | pitch, tar, blackout, smother | large near-opaque black/charcoal cloud, slow churn -- thick oily smoke
SMOKE/SMOK-56 | 17 | AVAILABLE | Puff,Trail | pale, wisp, breath, veil | soft pale-grey wispy small blob (extensionless 56x56 files; name collides with SMOK-141)
SMOKE/SMOK-141 | 17 | AVAILABLE-DUP(RSK0) | ExplosionVisual,BarrelSmoke | pitch, blackout, smother | 141x130 dark cloud, re-encode of the RSK0 master -- redundant
SMOKE/SMk2 | 2 | AVAILABLE | Puff,BarrelSmoke | soot, grime, char, murk | dark mottled sooty ball, noisy speckled edge (lowercase k naming hazard)
SMOKE/VFX3 | 10 | AVAILABLE | - | - | UNVERIFIED -- raw Doom picture format, 44x45, never rendered
dakka/SMK1 | 18 | AVAILABLE | BarrelSmoke,Puff,Trail | smokestack, shroud, cordite, veil | large dense grey-white puff with internal curl, slow believable dissipation
dakka/SMK2 | 18 | AVAILABLE | BarrelSmoke,Puff | billowing, chokedust, palled, murk | thicker more opaque sibling of dakka SMK1 -- the heavy pair
dakka/SMK3 | 16 | AVAILABLE | BarrelSmoke,Puff | wisp, haze, faintsmoke, drift | fainter sparser smoke wisp at matched 64x64 -- the light pair
dakka/SMK4 | 16 | AVAILABLE | BarrelSmoke,Puff | vapour, ghosting, thinsmoke, breath | thin diffuse grey wisp, different scatter -- calibre-scalable with SMK1-3
SFX/SMK1 | 18 | AVAILABLE | BarrelSmoke,Muzzleflash,Puff | cordite, billow, haze, exhaust | mid-grey billowing puff with lighter highlights, clean and recolourable (56x56; distinct from dakka SMK1)
SFX/SMOK | 17 | AVAILABLE | BarrelSmoke,ExplosionVisual | soot, pitch, choke, oilfire | much larger near-black oily smoke mass, burning fuel not gunsmoke
PARTICLES/BFOG | 7 | AVAILABLE | ExplosionVisual,ImpactFX,BarrelSmoke | venom, bile, miasma, blight | ragged moss-green cloud burst with crusty edges, bio/acid gas pop (pairs with PARTICLES/PFOG cyan)
PARTICLES/PFOG | 5 | AVAILABLE | ExplosionVisual,ImpactFX | cryo, glacial, arcfrost, ionized | electric-cyan recolour of BFOG's gas burst -- ice/shock element pair
FLAMES/PLAF | 17 | AVAILABLE | Puff,BarrelSmoke,Trail | vapour, aether, hush, glacial | soft diffuse pale-blue cotton-wool cloud, plasma vapour / cold steam (role-overlaps RSI5)
DECORATION/FOGL | 1 | AVAILABLE | BarrelSmoke | shroud, murk, creeping, pall | wide flat low-lying grey fog sheet, ground haze decal
DECORATION/SPDP | 5 | AVAILABLE | BarrelSmoke,Puff | wisp, vent, exhale | tiny white-grey wisp that curls and thins, steam/breath puff
root/JSMO | 18 | AVAILABLE | BarrelSmoke,ExplosionVisual | smoke, cloud | 141x130 smoke cloud (SPRITES-root find, brief viewing only)
root/PIP1 | 13 | AVAILABLE | BarrelSmoke,Puff | smoke, cloud | 96x96 smoke cloud (SPRITES-root find, brief viewing only)
root/PIP9 | 1 | AVAILABLE | BarrelSmoke | smoke, cloud | 141x130 single-frame smoke cloud (SPRITES-root find)
root/JS17 | 5 | AVAILABLE | BarrelSmoke | wisp, chimney | 14x128 thin vertical smoke wisp column, twin of SB17


# ==============================================================================
# CATEGORY: PLASMA / ENERGY
# ==============================================================================
RSP0 | 2 | IN-REPO | Projectile,Trail | bolt, plasma | EC: plasma bolt in flight
RSP1 | 5 | IN-REPO | ImpactFX,Puff | plasma, splash | EC: plasma bolt impact
RSP2 | 2 | IN-REPO | Projectile,Trail | bolt, plasma, alternate | EC: second bolt in flight
RSP3 | 5 | IN-REPO | ImpactFX,Puff | plasma, splash, alternate | EC: second bolt impact
RSP4 | 1 | IN-REPO | Muzzleflash,Trail | flare, plasma | EC: single plasma flare
RSP5 | 6 | IN-REPO | Projectile | orb, heavy | EC: plasma ball, larger
RSP6 | 13 | IN-REPO | ExplosionVisual,ImpactFX | detonation, plasma, big | EC: big plasma detonation
RSP7 | 5 (colour set) | IN-REPO | Projectile,Trail,Muzzleflash | plasma, arcane, radiant, corona | glowing energy orb, white-hot star core in radial halo -- the 5 frames are FOUR TINTS (blue/blue/green/magenta/magenta), NOT an animation (source PBAL; see CONFLICTS)
PROJECTILES/BBAL | 4 | AVAILABLE | Projectile,Trail | ballstorm, arcsphere, voltaic, azure | large 95px blue-violet plasma sphere, boiling shell, flicker loop -- slow heavy orb
dakka/PLZM | 14 | AVAILABLE | Projectile,ImpactFX,Trail | ionstorm, voltaic, cryoburst, tempest | complete plasma bolt lifecycle: orb, swirling ring, spiky impact splash in one sequence (starts at F)
